char,dialogue,episode
LANDO,That's always been a danger looming like a shadow over  everything we've built here. But things have developed that will insure security. I've just made a deal that will keep the Empire out of here forever.,episode5
VADER,We would be honored if you would join us.,episode5
LANDO,I had no choice. They arrived right before you did. I'm sorry.,episode5
HAN,"I'm sorry, too.",episode5
LUKE,"No, Threepio's with them.",episode5
LUKE,Just hang on. We're almost there.,episode5
THREEPIO,"Mmmm. Oh, my. Uh, I, uh -- Take this off! I, uh, don't mean  to intrude here. I, don't, no, no, no...Please don't get up. No!",episode5
THREEPIO,"Stormtroopers? Here? We're in danger. I must tell the  others. Oh, no! I've been shot!",episode5
LANDO,Lord Vader.,episode5
VADER,You may take Captain Solo to Jabba the Hut after I  have Skywalker.,episode5
BOBA FETT,He's no good to me dead.,episode5
VADER,He will not be permanently damaged.,episode5
LANDO,"Lord Vader, what about Leia and the Wookiee?",episode5
VADER,They must never again leave this city.,episode5
LANDO,"That was never a condition of our agreement, nor was giving Han  to this bounty hunter!",episode5
VADER,Perhaps you think you're being treated unfairly.,episode5
LANDO,No.,episode5
VADER,Good. It would be unfortunate if I had to leave a garrison  here.,episode5
LANDO,This deal's getting worse all the time.,episode5
THREEPIO,"Oh, yes, that's very good. I like that. Oh! Something's not  right because now I can't see. Wait. Wait! Oh, my! what have you done? I'm backwards, you stupid furball. Only an overgrown mophead like you would be stupid enough...",episode5
HAN,I feel terrible.,episode5
LEIA,Why are they doing this?,episode5
HAN,They never even asked me any questions.,episode5
LEIA,Lando.,episode5
HAN,"Get out of here, Lando!",episode5
LANDO,Shut up and listen! Vader has agreed to turn Leia and Chewie  over to me.,episode5
HAN,Over to you?,episode5
LANDO,"They'll have to stay here, but at least they'll be safe.",episode5
LEIA,What about Han?,episode5
LANDO,Vader's giving him to the bounty hunter.,episode5
LEIA,Vader wants us all dead.,episode5
LANDO,He doesn't want you at all. He's after somebody called  Skywalker.,episode5
HAN,Luke?,episode5
LANDO,Lord Vader has set a trap for him.,episode5
LEIA,And we're the bait.,episode5
LANDO,"Well, he's on his way.",episode5
HAN,"Perfect. You fixed us all pretty good, didn't you?   My friend!",episode5
LANDO,"Stop! I've done all I can do. I'm sorry I couldn't do better,  but I have my own problems.",episode5
HAN,"Yeah, you're a real hero.",episode5
LEIA,You certainly have a way with people.,episode5
VADER,"This facility is crude, but it should be adequate to freeze  Skywalker for his journey to the Emperor.",episode5
IMPERIAL SOLDIER,"Lord Vader, ship approaching. X-wing class.",episode5
VADER,Good. Monitor Skywalker and allow him to land.,episode5
LANDO,"Lord Vader, we only use this facility for carbon freezing. If  you put him in there, it might kill him.",episode5
VADER,I do not want the Emperor's prize damaged. We will test it...on  Captain Solo.,episode5
THREEPIO,"If only you had attached my legs, I wouldn't be in this  ridiculous position. Now, remember, Chewbacca, you have a responsibility to me, so don't do anything foolish.",episode5
HAN,What's going on...buddy?,episode5
LANDO,You're being put into carbon freeze.,episode5
BOBA FETT,What if he doesn't survive? He's worth a lot to me.,episode5
VADER,The Empire will compensate you if he dies. Put him in!,episode5
THREEPIO,"Oh, no! No, no, no! Stop, Chewbacca, stop...!",episode5
HAN,"Stop, Chewie, stop! Do you hear me? Stop!",episode5
THREEPIO,"Yes, stop, please! I'm not ready to die.",episode5
HAN,"Chewie! Chewie, this won't help me. Hey!",episode5
HAN,Save your strength. There'll be another time. The princess -- you  have to take care of her. You hear me?,episode5
LEIA,I love you!,episode5
HAN,I know.,episode5
THREEPIO,"What...what's going on? Turn around, Chewbacca, I can't see.  Oh...they've encased him in carbonite. He should be quite well-protected -- if he survives the freezing process, that is.",episode5
VADER,"Well, Calrissian, did he survive?",episode5
LANDO,"Yes, he's alive. And in perfect hibernation.",episode5
VADER,He's all yours bounty hunter. Reset the chamber for Skywalker.,episode5
IMPERIAL OFFICER,"Skywalker has just landed, my lord.",episode5
VADER,"Good. See to it that he finds his way here. Calrissian, take  the princess and the Wookiee to my ship.",episode5
LANDO,You said they'd be left in the city under my supervision.,episode5
VADER,I am altering the deal. Pray I don't alter it any further.,episode5
LEIA,"Luke! Luke, don't -- it's a trap! It's a trap!",episode5
VADER,"The Force is with you, young Skywalker. But you are not a Jedi  yet.",episode5
LANDO,Well done. Hold them in the security tower -- and keep it  quiet. Move.,episode5
LEIA,What do you think you're doing?,episode5
LANDO,We're getting out of here.,episode5
THREEPIO,I knew all along it had to be a mistake.,episode5
LEIA,Do you think that after what you did to Han we're going to trust  you?,episode5
LANDO,I had no choice...,episode5
THREEPIO,"What are you doing? Trust him, trust him!",episode5
LEIA,"Oh, so we understand, don't we, Chewie? He had no choice.",episode5
LANDO,I'm just trying to help...,episode5
LEIA,We don't need any of your help.,episode5
LANDO,H-a-a-a...,episode5
LEIA,What?,episode5
THREEPIO,It sounds like Han.,episode5
LANDO,"There's still a chance to save Han...I mean, at the East  Platform...",episode5
LEIA,Chewie.,episode5
THREEPIO,"I'm terribly sorry about all this. After all,  he's only a Wookiee.",episode5
BOBA FETT,Put Captain Solo in the cargo hold.,episode5
THREEPIO,Artoo! Artoo! Where have you been?,episode5
THREEPIO,"Turn around, you wooly...!  Hurry, hurry! We're  trying to save Han from the bounty hunter!",episode5
THREEPIO,"Well, at least your still in one piece! Look what happened  to me!",episode5
THREEPIO,"Oh, no! Chewie, they're behind you!",episode5
VADER,"You have learned much, young one.",episode5
LUKE,You'll find I'm full of surprises.,episode5
VADER,"Your destiny lies with me, Skywalker. Obi-Wan knew this to be  true.",episode5
LUKE,No!,episode5
VADER,All to easy. Perhaps you are not as strong as the Emperor  thought.,episode5
VADER,Impressive...most impressive.,episode5
VADER,Obi-Wan has taught you well. You have controlled your fear...  now release your anger.,episode5
VADER,Only your hatred can destroy me.,episode5
LANDO,The security codes has been changed!,episode5
THREEPIO,"Artoo, you can tell the computer to override the security  system.",episode5
LANDO,Attention! This is Lando Calrissian. The Empire has takes  control of the city. I advise everyone to leave before more Imperial troops arrive.,episode5
LANDO,This way.,episode5
THREEPIO,Don't blame me. I'm an interpreter. I'm not supposed to know  a power socket from a computer terminal.,episode5
THREEPIO,"What are you talking about? We're not interested in the  hyperdrive on the Millennium Falcon. It's fixed! Just open the door, you stupid lump.",episode5
THREEPIO,I never doubted you for a second. Wonderful!,episode5
THREEPIO,"Ouch! Oh! Ah! That hurt, Bend down, you thoughtless...Ow!",episode5
LANDO,Leia! Go!,episode5
THREEPIO,"I thought that hairy beast would be the end of me. Of  course, I've looked better.",episode5
VADER,You are beaten. It is useless to resist. Don't let yourself be  destroyed as Obi-Wan did.,episode5
VADER,"There is no escape. Don't make me destroy you. You do not yet  realize your importance. You have only begun to discover you power. Join me and I will complete your training. With our combined strength, we can end this destructive conflict and bring order to the galaxy.",episode5
LUKE,I'll never join you!,episode5
VADER,If you only knew the power of the dark side. Obi-Wan never told  you what happened to your father.,episode5
LUKE,He told me enough! He told me you killed him.,episode5
VADER,No. I am your father.,episode5
LUKE,No. No. That's not true! That's impossible!,episode5
VADER,Search your feelings. You know it to be true.,episode5
LUKE,No! No! No!,episode5
VADER,"Luke. You can destroy the Emperor. He has foreseen this. It is  your destiny. Join me, and we can rule the galaxy as father and son. Come with me. It's the only way.",episode5
LUKE,"Ben...Ben, please!",episode5
LUKE,Ben. Leia!,episode5
LUKE,Hear me! Leia!,episode5
LEIA,Luke...We've got to go back.,episode5
LANDO,What?,episode5
LEIA,I know where Luke is.,episode5
LANDO,But what about those fighter?,episode5
LEIA,"Chewie, just do it.",episode5
LANDO,But what about Vader?,episode5
LANDO,"All right, all right, all right.",episode5
VADER,Bring my shuttle.,episode5
LANDO,"Look, someone's up there.",episode5
LEIA,"It's Luke. Chewie, slow down. Slow down and we'll get under him.  Lando, open the top hatch.",episode5
LEIA,"Okay. Easy, Chewie.",episode5
LEIA,Lando?,episode5
LANDO,"Okay, let's go.",episode5
LUKE,"Oh, Leia.",episode5
LANDO,"All right, Chewie. Let's go.",episode5
LEIA,I'll be back.,episode5
LEIA,Star Destroyer.,episode5
LANDO,"All right, Chewie. Ready for light-speed.",episode5
LEIA,If your people fixed the hyperdrive.,episode5
LEIA,All the coordinates are set. It's now or never.,episode5
LANDO,Punch it!,episode5
LANDO,They told me they fixed it. I trusted them to fix it. It's not  my fault!,episode5
PIETT,"They'll be in range of our tractor beam in moments, lord.",episode5
VADER,Did your men deactivate the hyperdrive on the Millennium  Falcon?,episode5
PIETT,"Yes, my lord.",episode5
VADER,Good. Prepare the boarding party and set for your weapons for  stun.,episode5
PIETT,"Yes, my lord.",episode5
THREEPIO,Noisy brute. Why don't we just go into light-speed?,episode5
THREEPIO,We can't? How would you know the hyperdrive is deactivated?,episode5
THREEPIO,"The city's central computer told you? Artoo-Detoo, you know  better than to trust a strange computer. Ouch! Pay attention to what you're doing!",episode5
VADER,Luke.,episode5
LUKE,Father.,episode5
VADER,"Son, come with me.",episode5
LUKE,"Ben, why didn't you tell me?",episode5
LANDO,Chewie!,episode5
LUKE,It's Vader.,episode5
VADER,Luke...it is your destiny.,episode5
LUKE,"Ben, why didn't you tell me?",episode5
PIETT,Alert all commands. Ready for the tractor beam.,episode5
THREEPIO,"Artoo, come back at once! You haven't finished with me yet!  You don't know how to fix the hyperdrive. Chewbacca can do it. I'm standing here in pieces, and you're having delusions of grandeur!",episode5
THREEPIO,"Oh, you did it!",episode5
LANDO,"Luke, we're ready for takeoff.",episode5
LUKE,"Good luck, Lando",episode5
LANDO,"When we find Jabba the Hut and that bounty  hunter, we'll contact you.",episode5
LUKE,I'll meet you at the rendezvous point on  Tatooine.,episode5
LANDO,"Princess, we'll find Han. I promise.",episode5
LUKE,"Chewie, I'll be waiting for your signal.",episode5
LUKE,"Take care, you two. May the Force be with you.",episode5
LUKE,Ow!,episode5
SHUTTLE CAPTAIN,"Command station, this is ST 321. Code Clearance Blue. We're starting our approach. Deactivate the security shield.",episode6
DEATH STAR CONTROLLER,The security deflector shield will be deactivated when we have confirmation of your code transmission. Stand by... You are clear to proceed.,episode6
SHUTTLE CAPTAIN,We're starting our approach.,episode6
OFFICER,Inform the commander that Lord Vader's shuttle has arrived.,episode6
OPERATOR,"Yes, sir.",episode6
JERJERROD,"Lord Vader, this is an unexpected pleasure.  We're honored by your presence.",episode6
VADER,"You may dispense with the pleasantries, Commander. I'm here to put you back on schedule.",episode6
JERJERROD,"I assure you, Lord Vader, my men are working as fast as they can.",episode6
VADER,Perhaps I can find new ways to motivate them.,episode6
JERJERROD,"I tell you, this station will be operational as planned.",episode6
VADER,The Emperor does not share your optimistic appraisal of the situation.,episode6
JERJERROD,But he asks the impossible. I need more men.,episode6
VADER,Then perhaps you can tell him when he arrives.,episode6
JERJERROD,The Emperor's coming here?,episode6
VADER,"That is correct, Commander. And he is most displeased with your apparent lack of progress.",episode6
JERJERROD,We shall double our efforts.,episode6
VADER,"I hope so, Commander, for your sake. The Emperor is not as forgiving as I am.",episode6
THREEPIO,"Of course I'm worried. And you should be, too. Lando Calrissian and poor Chewbacca never returned from this awful place.",episode6
THREEPIO,"Don't be so sure. If I told you half the things I've heard about this Jabba the Hutt, You'd probably short-circuit.",episode6
THREEPIO,"Artoo, are you sure this is the right place? I better knock, I suppose.",episode6
THREEPIO,There doesn't seem to be anyone there. Let's go back and tell Master Luke.,episode6
STRANGE VOICE,Tee chuta hhat yudd!,episode6
THREEPIO,Goodness gracious me!,episode6
THREEPIO,Artoo Detoowha bo Seethreepiowha ey toota odd mischka Jabba du Hutt.,episode6
THREEPIO,"I don't think they're going to let us in, Artoo. We'd better go.",episode6
THREEPIO,"Artoo, wait. Oh, dear! Artoo. Artoo, I really don't think we should rush into all this.",episode6
THREEPIO,"Oh, Artoo!  Artoo, wait for me!",episode6
THREEPIO,"Just you deliver Master Luke's message and get us out of here. Oh my! Oh! Oh, no.",episode6
BIB,Die Wanna Wanga!,episode6
THREEPIO,"Oh, my! Die Wanna Wauaga. We -- we bring a message to your master, Jabba the Hutt.",episode6
THREEPIO,"... and a gift.  Gift, what gift?",episode6
